timestamp,container,cpu_pct,mem_usage_mb,mem_limit_mb,mem_pct,net_in_mb,net_out_mb
2026-03-22T17:27:23.693458Z,benchmarking-sidekiq-worker-9,0.00,0.00,0.00,0.00,0.00,0.00
2026-03-22T17:27:23.693458Z,benchmarking-redis-1,0.08,10.64,7836.67,0.14,139.00,127.00
2026-03-22T17:27:23.693458Z,benchmarking-metrics-redis-1,0.14,10.25,7836.67,0.13,337.00,234.00
2026-03-22T17:27:23.693458Z,benchmarking-kafka-1,13.32,1150.98,7836.67,14.68,147.00,119.00
2026-03-22T17:27:23.693458Z,benchmarking-stub-server-1,0.01,14.34,7836.67,0.18,33.60,34.50
2026-03-22T17:27:26.856462Z,benchmarking-orchestrator-run-3d7a90ad2bd0,0.38,32.19,7836.67,0.41,0.07,0.23
2026-03-22T17:27:26.856462Z,benchmarking-kafka-consumer-19,0.41,34.73,7836.67,0.44,0.04,0.02
2026-03-22T17:27:26.856462Z,benchmarking-redis-1,0.27,10.64,7836.67,0.14,139.00,127.00
2026-03-22T17:27:26.856462Z,benchmarking-metrics-redis-1,0.33,10.48,7836.67,0.13,337.00,234.00
2026-03-22T17:27:26.856462Z,benchmarking-kafka-1,1.70,1150.98,7836.67,14.69,147.00,119.00
2026-03-22T17:27:26.856462Z,benchmarking-stub-server-1,0.02,14.34,7836.67,0.18,33.60,34.50
2026-03-22T17:27:29.913859Z,benchmarking-orchestrator-run-3d7a90ad2bd0,0.35,32.18,7836.67,0.41,0.07,0.23
2026-03-22T17:27:29.913859Z,benchmarking-kafka-consumer-19,0.36,34.73,7836.67,0.44,0.04,0.02
2026-03-22T17:27:29.913859Z,benchmarking-redis-1,0.23,10.64,7836.67,0.14,139.00,127.00
2026-03-22T17:27:29.913859Z,benchmarking-metrics-redis-1,0.28,10.48,7836.67,0.13,337.00,234.00
2026-03-22T17:27:29.913859Z,benchmarking-kafka-1,1.51,1149.95,7836.67,14.68,147.00,119.00
2026-03-22T17:27:29.913859Z,benchmarking-stub-server-1,0.02,14.34,7836.67,0.18,33.60,34.50
