timestamp,container,cpu_pct,mem_usage_mb,mem_limit_mb,mem_pct,net_in_mb,net_out_mb
2026-03-22T16:38:54.962481Z,benchmarking-orchestrator-run-6bc76243de07,0.42,32.34,7836.67,0.41,0.01,0.13
2026-03-22T16:38:54.962481Z,benchmarking-kafka-consumer-4,0.68,39.56,7836.67,0.50,0.07,0.04
2026-03-22T16:38:54.962481Z,benchmarking-redis-1,0.22,9.17,7836.67,0.12,0.07,0.00
2026-03-22T16:38:54.962481Z,benchmarking-metrics-redis-1,0.27,10.79,7836.67,0.14,62.00,42.90
2026-03-22T16:38:54.962481Z,benchmarking-kafka-1,1.76,1074.18,7836.67,13.71,43.70,35.70
2026-03-22T16:38:54.962481Z,benchmarking-stub-server-1,0.02,13.89,7836.67,0.18,0.06,0.00
2026-03-22T16:38:58.036441Z,benchmarking-orchestrator-run-6bc76243de07,0.36,32.32,7836.67,0.41,0.01,0.14
2026-03-22T16:38:58.036441Z,benchmarking-kafka-consumer-4,0.58,39.55,7836.67,0.50,0.07,0.04
2026-03-22T16:38:58.036441Z,benchmarking-redis-1,0.23,8.92,7836.67,0.11,0.07,0.00
2026-03-22T16:38:58.036441Z,benchmarking-metrics-redis-1,0.30,10.79,7836.67,0.14,62.00,43.00
2026-03-22T16:38:58.036441Z,benchmarking-kafka-1,2.50,1074.18,7836.67,13.71,43.70,35.70
2026-03-22T16:38:58.036441Z,benchmarking-stub-server-1,0.02,13.89,7836.67,0.18,0.07,0.00
2026-03-22T16:39:01.184637Z,benchmarking-orchestrator-run-6bc76243de07,0.38,32.32,7836.67,0.41,0.01,0.14
2026-03-22T16:39:01.184637Z,benchmarking-kafka-consumer-4,0.59,39.55,7836.67,0.50,0.07,0.04
2026-03-22T16:39:01.184637Z,benchmarking-redis-1,0.24,8.92,7836.67,0.11,0.07,0.00
2026-03-22T16:39:01.184637Z,benchmarking-metrics-redis-1,0.31,10.79,7836.67,0.14,62.00,43.00
2026-03-22T16:39:01.184637Z,benchmarking-kafka-1,2.13,1074.18,7836.67,13.71,43.70,35.70
2026-03-22T16:39:01.184637Z,benchmarking-stub-server-1,0.02,13.89,7836.67,0.18,0.07,0.00
2026-03-22T16:39:04.336660Z,benchmarking-orchestrator-run-6bc76243de07,0.39,32.32,7836.67,0.41,0.01,0.14
2026-03-22T16:39:04.336660Z,benchmarking-kafka-consumer-4,0.68,39.55,7836.67,0.50,0.07,0.04
2026-03-22T16:39:04.336660Z,benchmarking-redis-1,0.20,8.92,7836.67,0.11,0.07,0.00
2026-03-22T16:39:04.336660Z,benchmarking-metrics-redis-1,0.32,11.04,7836.67,0.14,62.00,43.00
2026-03-22T16:39:04.336660Z,benchmarking-kafka-1,1.80,1070.08,7836.67,13.65,43.70,35.70
2026-03-22T16:39:04.336660Z,benchmarking-stub-server-1,0.02,13.89,7836.67,0.18,0.07,0.00
2026-03-22T16:39:07.475803Z,benchmarking-orchestrator-run-6bc76243de07,0.28,32.32,7836.67,0.41,0.01,0.15
2026-03-22T16:39:07.475803Z,benchmarking-kafka-consumer-4,0.70,39.55,7836.67,0.50,0.07,0.04
2026-03-22T16:39:07.475803Z,benchmarking-redis-1,0.20,8.67,7836.67,0.11,0.07,0.00
2026-03-22T16:39:07.475803Z,benchmarking-metrics-redis-1,0.35,10.79,7836.67,0.14,62.00,43.00
2026-03-22T16:39:07.475803Z,benchmarking-kafka-1,2.36,1070.08,7836.67,13.66,43.70,35.70
2026-03-22T16:39:07.475803Z,benchmarking-stub-server-1,0.02,13.89,7836.67,0.18,0.07,0.00
2026-03-22T16:39:10.628581Z,benchmarking-orchestrator-run-6bc76243de07,0.41,32.32,7836.67,0.41,0.01,0.15
2026-03-22T16:39:10.628581Z,benchmarking-kafka-consumer-4,0.78,39.55,7836.67,0.50,0.07,0.04
2026-03-22T16:39:10.628581Z,benchmarking-redis-1,0.26,8.67,7836.67,0.11,0.07,0.00
2026-03-22T16:39:10.628581Z,benchmarking-metrics-redis-1,0.35,11.04,7836.67,0.14,62.00,43.00
2026-03-22T16:39:10.628581Z,benchmarking-kafka-1,1.97,1070.08,7836.67,13.65,43.70,35.70
2026-03-22T16:39:10.628581Z,benchmarking-stub-server-1,0.02,13.89,7836.67,0.18,0.07,0.00
2026-03-22T16:39:13.774908Z,benchmarking-orchestrator-run-6bc76243de07,0.38,32.32,7836.67,0.41,0.02,0.15
2026-03-22T16:39:13.774908Z,benchmarking-kafka-consumer-4,0.57,39.55,7836.67,0.50,0.07,0.04
2026-03-22T16:39:13.774908Z,benchmarking-redis-1,0.17,8.68,7836.67,0.11,0.07,0.00
2026-03-22T16:39:13.774908Z,benchmarking-metrics-redis-1,0.29,11.04,7836.67,0.14,62.00,43.00
2026-03-22T16:39:13.774908Z,benchmarking-kafka-1,4.40,1070.08,7836.67,13.65,43.70,35.70
2026-03-22T16:39:13.774908Z,benchmarking-stub-server-1,0.02,13.89,7836.67,0.18,0.07,0.00
2026-03-22T16:39:16.907509Z,benchmarking-orchestrator-run-6bc76243de07,0.27,32.32,7836.67,0.41,0.02,0.15
2026-03-22T16:39:16.907509Z,benchmarking-kafka-consumer-4,0.65,39.55,7836.67,0.50,0.07,0.04
2026-03-22T16:39:16.907509Z,benchmarking-redis-1,0.20,8.92,7836.67,0.11,0.07,0.00
2026-03-22T16:39:16.907509Z,benchmarking-metrics-redis-1,0.27,10.79,7836.67,0.14,62.00,43.00
2026-03-22T16:39:16.907509Z,benchmarking-kafka-1,1.74,1070.08,7836.67,13.65,43.70,35.70
2026-03-22T16:39:16.907509Z,benchmarking-stub-server-1,0.02,13.89,7836.67,0.18,0.07,0.00
2026-03-22T16:39:20.052819Z,benchmarking-orchestrator-run-6bc76243de07,0.31,32.32,7836.67,0.41,0.02,0.16
2026-03-22T16:39:20.052819Z,benchmarking-kafka-consumer-4,0.68,39.55,7836.67,0.50,0.07,0.04
2026-03-22T16:39:20.052819Z,benchmarking-redis-1,0.33,8.92,7836.67,0.11,0.07,0.00
2026-03-22T16:39:20.052819Z,benchmarking-metrics-redis-1,0.32,11.04,7836.67,0.14,62.00,43.00
2026-03-22T16:39:20.052819Z,benchmarking-kafka-1,2.04,1070.08,7836.67,13.65,43.70,35.70
2026-03-22T16:39:20.052819Z,benchmarking-stub-server-1,0.02,13.89,7836.67,0.18,0.07,0.00
2026-03-22T16:39:23.209152Z,benchmarking-orchestrator-run-6bc76243de07,0.43,32.32,7836.67,0.41,0.02,0.16
2026-03-22T16:39:23.209152Z,benchmarking-kafka-consumer-4,0.68,39.55,7836.67,0.50,0.07,0.04
2026-03-22T16:39:23.209152Z,benchmarking-redis-1,0.24,8.92,7836.67,0.11,0.07,0.00
