timestamp,container,cpu_pct,mem_usage_mb,mem_limit_mb,mem_pct,net_in_mb,net_out_mb
2026-03-22T17:36:45.102874Z,benchmarking-sidekiq-worker-9,0.00,0.00,0.00,0.00,0.00,0.00
2026-03-22T17:36:45.102874Z,benchmarking-redis-1,0.12,11.79,7836.67,0.15,181.00,166.00
2026-03-22T17:36:45.102874Z,benchmarking-metrics-redis-1,0.10,10.36,7836.67,0.13,421.00,292.00
2026-03-22T17:36:45.102874Z,benchmarking-kafka-1,3.00,1168.38,7836.67,14.91,190.00,158.00
2026-03-22T17:36:45.102874Z,benchmarking-stub-server-1,0.02,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:36:48.230971Z,benchmarking-orchestrator-run-d2f7650b4b09,0.24,32.23,7836.67,0.41,0.01,0.06
2026-03-22T17:36:48.230971Z,benchmarking-kafka-consumer-19,0.25,34.70,7836.67,0.44,0.04,0.02
2026-03-22T17:36:48.230971Z,benchmarking-redis-1,0.16,11.79,7836.67,0.15,181.00,166.00
2026-03-22T17:36:48.230971Z,benchmarking-metrics-redis-1,0.22,10.36,7836.67,0.13,421.00,292.00
2026-03-22T17:36:48.230971Z,benchmarking-kafka-1,1.11,1168.38,7836.67,14.90,190.00,158.00
2026-03-22T17:36:48.230971Z,benchmarking-stub-server-1,0.03,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:36:51.311259Z,benchmarking-orchestrator-run-d2f7650b4b09,0.41,32.23,7836.67,0.41,0.01,0.07
2026-03-22T17:36:51.311259Z,benchmarking-kafka-consumer-19,0.47,34.70,7836.67,0.44,0.04,0.02
2026-03-22T17:36:51.311259Z,benchmarking-redis-1,0.25,10.79,7836.67,0.14,181.00,166.00
2026-03-22T17:36:51.311259Z,benchmarking-metrics-redis-1,0.33,10.36,7836.67,0.13,421.00,292.00
2026-03-22T17:36:51.311259Z,benchmarking-kafka-1,1.79,1168.38,7836.67,14.90,190.00,158.00
2026-03-22T17:36:51.311259Z,benchmarking-stub-server-1,0.02,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:36:54.472372Z,benchmarking-orchestrator-run-d2f7650b4b09,0.39,32.24,7836.67,0.41,0.01,0.07
2026-03-22T17:36:54.472372Z,benchmarking-kafka-consumer-19,0.46,34.70,7836.67,0.44,0.04,0.02
2026-03-22T17:36:54.472372Z,benchmarking-redis-1,0.29,10.54,7836.67,0.13,181.00,166.00
2026-03-22T17:36:54.472372Z,benchmarking-metrics-redis-1,0.29,10.61,7836.67,0.14,421.00,292.00
2026-03-22T17:36:54.472372Z,benchmarking-kafka-1,1.44,1168.38,7836.67,14.90,190.00,158.00
2026-03-22T17:36:54.472372Z,benchmarking-stub-server-1,0.02,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:36:57.634225Z,benchmarking-orchestrator-run-d2f7650b4b09,0.25,32.24,7836.67,0.41,0.01,0.07
2026-03-22T17:36:57.634225Z,benchmarking-kafka-consumer-19,0.32,34.70,7836.67,0.44,0.04,0.02
2026-03-22T17:36:57.634225Z,benchmarking-redis-1,0.16,10.54,7836.67,0.13,181.00,166.00
2026-03-22T17:36:57.634225Z,benchmarking-metrics-redis-1,0.68,10.36,7836.67,0.13,421.00,292.00
2026-03-22T17:36:57.634225Z,benchmarking-kafka-1,2.08,1168.38,7836.67,14.90,190.00,158.00
2026-03-22T17:36:57.634225Z,benchmarking-stub-server-1,0.02,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:37:00.699483Z,benchmarking-orchestrator-run-d2f7650b4b09,0.36,32.24,7836.67,0.41,0.01,0.07
2026-03-22T17:37:00.699483Z,benchmarking-kafka-consumer-19,0.43,34.70,7836.67,0.44,0.04,0.02
2026-03-22T17:37:00.699483Z,benchmarking-redis-1,0.22,10.79,7836.67,0.14,181.00,166.00
2026-03-22T17:37:00.699483Z,benchmarking-metrics-redis-1,0.26,10.36,7836.67,0.13,421.00,292.00
2026-03-22T17:37:00.699483Z,benchmarking-kafka-1,1.47,1168.38,7836.67,14.90,190.00,158.00
2026-03-22T17:37:00.699483Z,benchmarking-stub-server-1,0.03,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:37:03.841550Z,benchmarking-orchestrator-run-d2f7650b4b09,0.42,32.23,7836.67,0.41,0.01,0.08
2026-03-22T17:37:03.841550Z,benchmarking-kafka-consumer-19,0.49,34.70,7836.67,0.44,0.04,0.02
2026-03-22T17:37:03.841550Z,benchmarking-redis-1,0.26,10.79,7836.67,0.14,181.00,166.00
2026-03-22T17:37:03.841550Z,benchmarking-metrics-redis-1,0.33,10.36,7836.67,0.13,421.00,292.00
2026-03-22T17:37:03.841550Z,benchmarking-kafka-1,1.86,1168.38,7836.67,14.90,190.00,158.00
2026-03-22T17:37:03.841550Z,benchmarking-stub-server-1,0.03,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:37:06.993568Z,benchmarking-orchestrator-run-d2f7650b4b09,0.44,32.24,7836.67,0.41,0.01,0.08
2026-03-22T17:37:06.993568Z,benchmarking-kafka-consumer-19,0.50,34.70,7836.67,0.44,0.04,0.02
2026-03-22T17:37:06.993568Z,benchmarking-redis-1,0.21,10.29,7836.67,0.13,181.00,166.00
2026-03-22T17:37:06.993568Z,benchmarking-metrics-redis-1,0.38,10.36,7836.67,0.13,421.00,292.00
2026-03-22T17:37:06.993568Z,benchmarking-kafka-1,1.76,1168.38,7836.67,14.91,190.00,158.00
2026-03-22T17:37:06.993568Z,benchmarking-stub-server-1,0.02,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:37:10.068120Z,benchmarking-orchestrator-run-d2f7650b4b09,0.34,32.23,7836.67,0.41,0.01,0.08
2026-03-22T17:37:10.068120Z,benchmarking-kafka-consumer-19,0.44,34.70,7836.67,0.44,0.04,0.02
2026-03-22T17:37:10.068120Z,benchmarking-redis-1,0.24,10.54,7836.67,0.13,181.00,166.00
2026-03-22T17:37:10.068120Z,benchmarking-metrics-redis-1,0.24,10.61,7836.67,0.14,421.00,292.00
2026-03-22T17:37:10.068120Z,benchmarking-kafka-1,1.36,1168.38,7836.67,14.90,190.00,158.00
2026-03-22T17:37:10.068120Z,benchmarking-stub-server-1,0.02,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:37:13.218206Z,benchmarking-orchestrator-run-d2f7650b4b09,0.40,32.23,7836.67,0.41,0.01,0.08
2026-03-22T17:37:13.218206Z,benchmarking-kafka-consumer-19,0.49,34.70,7836.67,0.44,0.04,0.02
2026-03-22T17:37:13.218206Z,benchmarking-redis-1,0.18,10.54,7836.67,0.13,181.00,166.00
2026-03-22T17:37:13.218206Z,benchmarking-metrics-redis-1,0.28,10.86,7836.67,0.14,421.00,292.00
2026-03-22T17:37:13.218206Z,benchmarking-kafka-1,1.57,1168.38,7836.67,14.90,190.00,158.00
2026-03-22T17:37:13.218206Z,benchmarking-stub-server-1,0.04,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:37:16.334971Z,benchmarking-orchestrator-run-d2f7650b4b09,2.55,32.49,7836.67,0.41,0.02,0.36
2026-03-22T17:37:16.334971Z,benchmarking-kafka-consumer-19,3.97,36.96,7836.67,0.47,0.45,0.27
2026-03-22T17:37:16.334971Z,benchmarking-redis-1,0.22,10.29,7836.67,0.13,181.00,166.00
2026-03-22T17:37:16.334971Z,benchmarking-metrics-redis-1,0.74,10.72,7836.67,0.14,421.00,292.00
2026-03-22T17:37:16.334971Z,benchmarking-kafka-1,4.19,1172.48,7836.67,14.96,191.00,159.00
2026-03-22T17:37:16.334971Z,benchmarking-stub-server-1,0.02,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:37:19.381384Z,benchmarking-orchestrator-run-d2f7650b4b09,0.27,32.49,7836.67,0.41,0.03,0.36
2026-03-22T17:37:19.381384Z,benchmarking-kafka-consumer-19,3.32,36.97,7836.67,0.47,0.48,0.34
2026-03-22T17:37:19.381384Z,benchmarking-redis-1,0.23,10.54,7836.67,0.13,181.00,166.00
2026-03-22T17:37:19.381384Z,benchmarking-metrics-redis-1,0.63,10.47,7836.67,0.13,421.00,292.00
2026-03-22T17:37:19.381384Z,benchmarking-kafka-1,3.74,1172.48,7836.67,14.96,191.00,159.00
2026-03-22T17:37:19.381384Z,benchmarking-stub-server-1,0.02,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:37:22.527187Z,benchmarking-orchestrator-run-d2f7650b4b09,0.33,32.49,7836.67,0.41,0.03,0.36
2026-03-22T17:37:22.527187Z,benchmarking-kafka-consumer-19,3.61,37.21,7836.67,0.47,0.50,0.42
2026-03-22T17:37:22.527187Z,benchmarking-redis-1,0.22,10.54,7836.67,0.13,181.00,166.00
2026-03-22T17:37:22.527187Z,benchmarking-metrics-redis-1,0.67,10.72,7836.67,0.14,422.00,292.00
2026-03-22T17:37:22.527187Z,benchmarking-kafka-1,4.25,1172.48,7836.67,14.96,191.00,159.00
2026-03-22T17:37:22.527187Z,benchmarking-stub-server-1,0.02,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:37:25.677438Z,benchmarking-orchestrator-run-d2f7650b4b09,0.26,32.49,7836.67,0.41,0.03,0.37
2026-03-22T17:37:25.677438Z,benchmarking-kafka-consumer-19,8.83,36.98,7836.67,0.47,0.55,0.58
2026-03-22T17:37:25.677438Z,benchmarking-redis-1,0.21,10.54,7836.67,0.13,181.00,166.00
2026-03-22T17:37:25.677438Z,benchmarking-metrics-redis-1,1.41,10.48,7836.67,0.13,422.00,292.00
2026-03-22T17:37:25.677438Z,benchmarking-kafka-1,7.70,1172.48,7836.67,14.96,191.00,159.00
2026-03-22T17:37:25.677438Z,benchmarking-stub-server-1,0.02,14.33,7836.67,0.18,33.60,34.50
2026-03-22T17:37:28.815221Z,benchmarking-orchestrator-run-d2f7650b4b09,0.29,32.49,7836.67,0.41,0.03,0.37
2026-03-22T17:37:28.815221Z,benchmarking-kafka-consumer-19,4.32,36.98,7836.67,0.47,0.59,0.70
