timestamp,container,cpu_pct,mem_usage_mb,mem_limit_mb,mem_pct,net_in_mb,net_out_mb
2026-02-18T14:55:12Z,benchmarking-kafka-1,1.85,344.9,7836.7,4.40,0.01,0.01
2026-02-18T14:55:12Z,benchmarking-redis-1,1.13,9.6,7836.7,0.12,0.00,0.00
2026-02-18T14:55:12Z,benchmarking-stub-server-1,0.06,466.0,7836.7,5.95,0.00,0.00
2026-02-18T14:55:12Z,benchmarking-zookeeper-1,0.67,93.7,7836.7,1.20,0.01,0.01
2026-02-18T14:55:12Z,pilot-intercom-1,0.00,1.7,7836.7,0.02,0.00,0.00
2026-02-18T14:55:12Z,pilot-mysql-1,0.19,239.1,7836.7,3.05,0.00,0.00
2026-02-18T14:55:12Z,pilot-traefik-1,0.02,116.8,7836.7,1.49,0.81,0.75
2026-02-18T14:55:12Z,pilot-dnsmasq-1,0.00,13.4,7836.7,0.17,0.09,0.12
2026-02-18T14:55:15Z,benchmarking-kafka-1,17.72,352.1,7836.7,4.49,0.05,0.05
2026-02-18T14:55:15Z,benchmarking-redis-1,0.80,9.3,7836.7,0.12,0.00,0.00
2026-02-18T14:55:15Z,benchmarking-stub-server-1,0.05,466.6,7836.7,5.95,0.00,0.00
2026-02-18T14:55:15Z,benchmarking-zookeeper-1,0.14,99.5,7836.7,1.27,0.05,0.04
2026-02-18T14:55:15Z,pilot-intercom-1,0.00,1.7,7836.7,0.02,0.00,0.00
2026-02-18T14:55:15Z,pilot-mysql-1,0.14,239.1,7836.7,3.05,0.00,0.00
2026-02-18T14:55:15Z,pilot-traefik-1,0.00,116.8,7836.7,1.49,0.81,0.75
2026-02-18T14:55:15Z,pilot-dnsmasq-1,0.00,13.4,7836.7,0.17,0.09,0.12
2026-02-18T14:55:15Z,benchmarking-kafka-consumer-2,0.25,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:15Z,benchmarking-kafka-consumer-3,0.20,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:15Z,benchmarking-kafka-consumer-1,0.19,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:15Z,benchmarking-kafka-consumer-4,0.22,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:19Z,benchmarking-kafka-consumer-2,0.02,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:19Z,benchmarking-kafka-consumer-3,0.01,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:19Z,benchmarking-kafka-consumer-1,0.03,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:19Z,benchmarking-kafka-consumer-4,0.02,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:19Z,benchmarking-kafka-1,77.84,438.4,7836.7,5.59,0.05,0.05
2026-02-18T14:55:19Z,benchmarking-redis-1,0.60,9.3,7836.7,0.12,0.00,0.00
2026-02-18T14:55:19Z,benchmarking-stub-server-1,0.02,467.2,7836.7,5.96,0.00,0.00
2026-02-18T14:55:19Z,benchmarking-zookeeper-1,0.17,99.4,7836.7,1.27,0.05,0.04
2026-02-18T14:55:19Z,pilot-intercom-1,0.00,1.7,7836.7,0.02,0.00,0.00
2026-02-18T14:55:19Z,pilot-mysql-1,0.07,239.1,7836.7,3.05,0.00,0.00
2026-02-18T14:55:19Z,pilot-traefik-1,0.04,116.8,7836.7,1.49,0.81,0.75
2026-02-18T14:55:19Z,pilot-dnsmasq-1,0.00,13.4,7836.7,0.17,0.09,0.12
2026-02-18T14:55:23Z,benchmarking-orchestrator-run-c5ca3e1db43e,0.02,21.9,7836.7,0.28,0.00,0.00
2026-02-18T14:55:23Z,benchmarking-kafka-consumer-2,0.04,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:23Z,benchmarking-kafka-consumer-3,0.13,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:23Z,benchmarking-kafka-consumer-1,0.10,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:23Z,benchmarking-kafka-consumer-4,0.03,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:23Z,benchmarking-kafka-1,3.73,358.4,7836.7,4.57,0.06,0.07
2026-02-18T14:55:23Z,benchmarking-redis-1,0.99,9.3,7836.7,0.12,0.00,0.00
2026-02-18T14:55:23Z,benchmarking-stub-server-1,0.39,467.2,7836.7,5.96,0.00,0.00
2026-02-18T14:55:23Z,benchmarking-zookeeper-1,0.12,105.3,7836.7,1.34,0.06,0.05
2026-02-18T14:55:23Z,pilot-intercom-1,0.00,1.7,7836.7,0.02,0.00,0.00
2026-02-18T14:55:23Z,pilot-mysql-1,0.15,239.1,7836.7,3.05,0.00,0.00
2026-02-18T14:55:23Z,pilot-traefik-1,0.26,116.8,7836.7,1.49,0.81,0.75
2026-02-18T14:55:23Z,pilot-dnsmasq-1,0.00,13.4,7836.7,0.17,0.09,0.12
2026-02-18T14:55:26Z,benchmarking-orchestrator-run-c5ca3e1db43e,0.16,22.3,7836.7,0.28,0.01,0.03
2026-02-18T14:55:26Z,benchmarking-kafka-consumer-2,0.03,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:26Z,benchmarking-kafka-consumer-3,0.03,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:26Z,benchmarking-kafka-consumer-1,0.03,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:26Z,benchmarking-kafka-consumer-4,0.03,24.1,7836.7,0.31,0.00,0.00
2026-02-18T14:55:26Z,benchmarking-kafka-1,2.04,367.4,7836.7,4.69,0.09,0.07
2026-02-18T14:55:26Z,benchmarking-redis-1,1.33,9.4,7836.7,0.12,0.00,0.00
2026-02-18T14:55:26Z,benchmarking-stub-server-1,0.05,467.5,7836.7,5.97,0.00,0.00
2026-02-18T14:55:26Z,benchmarking-zookeeper-1,0.40,102.8,7836.7,1.31,0.06,0.05
2026-02-18T14:55:26Z,pilot-intercom-1,0.00,1.7,7836.7,0.02,0.00,0.00
2026-02-18T14:55:26Z,pilot-mysql-1,0.16,239.1,7836.7,3.05,0.00,0.00
2026-02-18T14:55:26Z,pilot-traefik-1,0.00,116.9,7836.7,1.49,0.81,0.76
2026-02-18T14:55:26Z,pilot-dnsmasq-1,0.01,13.4,7836.7,0.17,0.09,0.12
2026-02-18T14:55:30Z,benchmarking-orchestrator-run-c5ca3e1db43e,2.73,23.6,7836.7,0.30,0.46,0.70
2026-02-18T14:55:30Z,benchmarking-kafka-consumer-2,89.39,26.8,7836.7,0.34,1.21,4.41
2026-02-18T14:55:30Z,benchmarking-kafka-consumer-3,0.05,24.6,7836.7,0.31,0.02,0.02
2026-02-18T14:55:30Z,benchmarking-kafka-consumer-1,0.07,24.4,7836.7,0.31,0.02,0.02
2026-02-18T14:55:30Z,benchmarking-kafka-consumer-4,11.85,26.8,7836.7,0.34,0.47,1.69
2026-02-18T14:55:30Z,benchmarking-kafka-1,70.02,382.0,7836.7,4.87,0.63,0.65
2026-02-18T14:55:30Z,benchmarking-redis-1,5.38,12.7,7836.7,0.16,6.26,1.59
